Икари Годзэн;"Икари Годзэн; кто такой Икари Годзэн";Икари Годзэн - аккуматизированный злодей, захвативший Томоэ Цуруги. Это произошло из-за Кагами Цуруги, Маринетт Дюпэн-Чэн и сильной эмоции гнева. Способности: Она невероятно большая, сильная и быстрая. Она может глотать людей, чтобы поймать их в гигантские доспехи, которые составляют ее кентавровидное тело. Оказавшись внутри неё, жертва может быть удержана ремнями безопасности. Эпизод: «Икари Годзэн»;https://pimg.mycdn.me/getImage?disableStub=true&type=VIDEO_S_720&url=https%3A%2F%2Fvdp.mycdn.me%2FgetImage%3Fid%3D635971635915%26idx%3D13%26thumbType%3D37%26f%3D1&signatureToken=lDzef8tgpyA3TWAgtSID6w;";"
ИСТИНА;"Истина; кто такой Истина";Истина - аккуматизированный злодей, захвативший Лука Куффена. Это произошло из-за Маринетт-Дюпэн-Чен и сильной эмоции шока. Способности: Стреляет разрядами из третьего глаза на лбу. Губы любого, в кого он попадёт, окрашиваются белым, и жертва даёт исключительно правдивый ответ на любой заданный вопрос. Эпизод: «Истина»;https://i.pinimg.com/736x/48/35/b3/4835b3039492be892c39d5d4a41bd7ee.jpg;";"
Каменное Сердце;"Каменное Сердце; кто такой Каменное Сердце";Каменное Сердце - аккуматизированный злодей, захвативший Ивана Брюэля. Это произошло из-за Ле Тьен Ким и сильной эмоции злости. Способности: Имеет сверхчеловеческую силу и может увеличивать свой рост с каждым нанесённым ему ударом. Эпизод: «Ледибаг и Кот Нуар (Происхождение - часть 1)», «Ледибаг и Кот Нуар (Происхождение - часть 2)»;https://static.wikia.nocookie.net/ladybug/images/7/76/Stoneheart_Square.png/revision/latest?cb=20190315174924&path-prefix=ru;";"
Капитан Хардрок;"Капитан Хардрок; кто такой Капитан Хардрок";Капитан Хардрок - аккуматизированный злодей, захвативший Анарку Куффен. Это произошло из-за Роджера Ренкомпри и сильного чувства несправедливости. Способности: Имеет меч и большой корабль, с помощью которого создаёт цепи, способные пленять людей и динамики, способные оглушать их. Эпизод: «Капитан Хардрок»;https://static.wikia.nocookie.net/ladybug/images/4/41/Captain_Hardrock_Square.png/revision/latest?cb=20190324065152&path-prefix=ru;";"
Карапайр;"Карапайр; кто такой Карапайр";Карапайр - аккуматизированный злодей, захвативший Нино Лейфа. Это произошло из-за Акуманизации Рены Руж и сильной эмоции отчаяния. Способности: Обладает своими же способностями. Эпизод: «Маюра»;https://static.wikia.nocookie.net/ladybug/images/2/2c/Shell_Shock_Square.png/revision/latest?cb=20190324082841&path-prefix=ru;";"
Катализатор;"Катализатор; кто такой Катализатор";Катализатор - аккуматизированный злодей, захвативший Натали Санкёр. Это произошло из-за желания помочь Бражнику и сильного чувства долга. Способности: Может усиливать способности других Владельцев Камней Чудес и мысленно общаться с ними. Эпизод: «Катализатор»;https://static.wikia.nocookie.net/ladybug/images/1/19/Catalyst_Square.png/revision/latest?cb=20190324082433&path-prefix=ru;";"
Квин Васп;"Квин Васп; кто такой Квин Васп";Квин Васп - аккуматизированный злодей, захвативший Хлою Буржуа. Это произошло из-за Ледибаг и Кота Нуара и сильной эмоции разочарования. Способности: Контролирует своих ос, способных парализовать так же, как и Квин Би, только в неограниченном количестве. Эпизод: «Квин Васп»;https://static.wikia.nocookie.net/ladybug/images/4/49/Queen_Wasp_Square.png/revision/latest?cb=20190324080342&path-prefix=ru;";"
Коллекционер;"Коллекционер; кто такой Коллекционер";Коллекционер - аккуматизированный злодей, захвативший Габриэля Агреста. Это произошло из-за Адриана Агреста и сильной эмоции гнева. Способности: Способен захватывать людей и предметы на страницы своего скетчбука. Эпизод: «Коллекционер»;https://static.wikia.nocookie.net/ladybug/images/a/a2/The_Collector_Square.png/revision/latest?cb=20190324085132&path-prefix=ru;";"
Копикэт;"Копикэт; кто такой Копикэт";Копикэт - аккуматизированный злодей, захвативший Тео Барбо. Это произошло из-за Кота Нуара и сильной эмоции ревности. Способности: Копирует внешность и способности Кота Нуара. Может настраивать индикатор времени на кольце. Эпизод: «Копикэт»;https://static.wikia.nocookie.net/ladybug/images/c/cf/Copycat_Square.png/revision/latest?cb=20190314150650&path-prefix=ru;";"
Королева ТВ;"Королева ТВ; кто такой Королева ТВ";Королева ТВ - аккуматизированный злодей, захвативший Надью Шамак. Это произошло из-за Ледибаг и Кота Нуара и сильной эмоции отчаяния. Способности: Способна перемещаться через телеэкраны, а также создавать телепорты в них. Эпизод: «Королева ТВ»;https://static.wikia.nocookie.net/ladybug/images/1/1f/Prime_Queen_Square.png/revision/latest?cb=20190324084957&path-prefix=ru;";"
Кукловод;"Кукловод; кто такой Кукловод";Кукловод - аккуматизированный злодей, захвативший Манон Шамак. Это произошло из-за Надьи Шамак и сильной эмоции грусти. Способности: Контролирует людей, используя их куклы. Если кукла показывает акуманизированного злодея, человек превращается обратно в эту форму. Эпизод: «Кукловод»;https://static.wikia.nocookie.net/ladybug/images/9/96/Puppeteer_Square.png/revision/latest?cb=20190315102646&path-prefix=ru;";"
Кунг Фуд;"Кунг Фуд; кто такой Кунг Фуд";Кунг Фуд - аккуматизированный злодей, захвативший Ван Чэн. Это произошло из-за Хлои Буржуа и сильной эмоции злости. Способности: Контролирует людей, попробовавших его суп, и может доставать из сумки оружия из еды. Эпизод: «Кунг Фуд»;https://static.wikia.nocookie.net/lady-bug/images/b/b2/Kung_Food_175.png/revision/latest?cb=20200406203849;";"
Леди Wifi;"Леди вайфай; кто такой Леди вайфай";Леди Wifi - аккуматизированный злодей, захвативший Алью Сезер. Это произошло из-за Хлои Буржуа и сильного чувства несправедливости. Способности: Использует смартфон для атак, может телепортироваться через телефоны. Эпизод: «Леди Wifi»;https://static.wikia.nocookie.net/powers/images/c/c0/Lady_Wifi_pic_3.png/revision/latest?cb=20171112124307&path-prefix=ru;";"
ЛОЖЬ;"Ложь; кто такой Ложь";Ложь - аккуматизированный злодей, захвативший Кагами Цуруги. Это произошло из-за: Адриана Агреста и сильной эмоции обиды. Способности: Создаёт вокруг себя ауру, обездвиживающую любого, кто хотя бы раз в своей жизни лгал, и оказался в этой ауре. Действует на всех людей, поскольку каждому из них приходилось лгать. Не действует на животных, аппаратуру, которые на ложь неспособны. Эпизод: «Ложь»;https://i.pinimg.com/564x/93/bf/df/93bfdfae3e7538aecfa69486fd1a2a81.jpg;";"
Маледиктатор;"Маледиктатор; кто такой Маледиктатор";Маледиктатор - аккуматизированный злодей, захвативший Андре Буржуа. Это произошло из-за Хлои и Одри Буржуа и сильной эмоции огорчения. Способности: При наведении указательного и среднего пальцами над губами, и любого сказанного желания, он управляет людьми. Эпизод: «Маледиктатор»;https://static.wikia.nocookie.net/ladybug/images/7/7a/Malediktator_Square.png/revision/latest?cb=20190324082454&path-prefix=ru;";"
Мастер Рождества;"Мастер Рождества; кто такой Мастер Рождества";Мастер Рождества - аккуматизированный злодей, захвативший Криса Лейфа. Это произошло из-за желания, чтобы Рождество наступило сейчас и сильной эмоции огорчения. Способности: Когда он засовывает в свой снежный шар игрушки, то они оживают и становятся подчинёнными злодеями. Эпизод: «Мастер Рождества»;https://static.wikia.nocookie.net/ladybug/images/1/17/Christmaster_Square.png/revision/latest?cb=20190321124445&path-prefix=ru;";"
Месье Голубь;"Месье Голубь; кто такой Месье Голубь";Месье Голубь - аккуматизированный злодей, захвативший Ксавье Рамье. Это произошло из-за Роджера Ренкомпри и сильного чувства несправедливости. Способности: Контролирует поведение голубей своим свистком. Эпизод: «Месье Голубь»;https://static.wikia.nocookie.net/ladybug/images/0/05/Mr._Pigeon_Square.png/revision/latest?cb=20190314171031&path-prefix=ru;";"
Мим;"Мим; кто такой Мим";Мим - аккуматизированный злодей, захвативший Фреда Апрэль. Это произошло из-за Криса и сильной эмоции отчаяния. Способности: Предмет из его пантонимы становится реальным, но невидимым. Может превращать только один предмет в одну пантониму. Эпизод: «Мим»;https://static.wikia.nocookie.net/ladybug/images/5/5c/Mime_Square.png/revision/latest?cb=20190315033744&path-prefix=ru;";"
Миракл Квин;"Миракл Квин; кто такой Миракл Квин";Миракл Квин - аккуматизированный злодей, захвативший Хлою Буржуа. Это произошло из-за разочарования в Ледибаг после разговора с Бражником и сильной эмоции ненависти. Способности: Обладает теми же способностями, что и Квин Васп, но укус её ос подчиняет волю человека и заставляет его стоять на месте до тех пор, пока ему не будет отдан приказ. Эпизод: «Миракл Квин (Битва Камней Чудес - часть 2)»;https://i.pinimg.com/originals/60/f0/45/60f04518755edd884bc6b9c99dffc839.jpg;";"
Миракулёр;"Миракулёр; кто такой Миракулёр";Миракулёр - аккуматизированный злодей, захвативший Сабрину Ренкомпри. Это произошло из-за Хлои Буржуа и сильной эмоции огорчения. Способности: Миракулёр может лишать силы супергероев с помощью своего шеста и сама использовать их бесконечное количество раз. Она также может поделиться суперсилой с любым человеком (в том числе вернуть её истинному обладателю), при этом сохраняя её у себя. Эпизод: «Миракулёр»;https://static.wikia.nocookie.net/lady-bug/images/e/ec/Miraculer_Square.png/revision/latest?cb=20190708155801;";"
Монстр Фу;"Монстр Фу; кто такой Монстр Фу";Монстр Фу - аккуматизированный злодей, захвативший Ван Фу. Это произошло из-за оскорбления Сю Хань и сильного чувства несправедливости . Способности: Мастерски владеет кунг-фу, с помощью кисти выводит на бумаге иероглифы и превращает их в различные заклинания: поиск цели, гроза, телепортация, иммобилизация, предвидение действий противников. Эпизод: «Монстр Фу»;https://static.wikia.nocookie.net/ladybug/images/4/4c/Furious_Fu_Square.png/revision/latest/scale-to-width-down/115?cb=20210411173035&path-prefix=ru;";"
Невидимка;"Невидимка; кто такой Невидимка";Невидимка - аккуматизированный злодей, захвативший Сабрину Ренкомпри. Это произошло из-за Хлои Буржуа и сильной эмоции грусти. Способности: Полностью невидимая. Эпизод: «Антибаг»;https://static.wikia.nocookie.net/ladybug/images/4/49/Vanisher_Square.png/revision/latest?cb=20190315164609&path-prefix=ru;";"
Непогода;"Непогода; кто такой Непогода";Непогода - аккуматизированный злодей, захвативший Аврору Бореаль. Это произошло из-за проигрыша в конкурсе, Алек Катальди и сильной эмоции досады. Способности: Летает и контролирует погоду с помощью своего зонта. Также может замораживать предметы. Эпизод: «Непогода»;https://static.wikia.nocookie.net/ladybug/images/0/0b/Stormy_Weather_Square_2.png/revision/latest?cb=20190314091710&path-prefix=ru;";"
Обливио;"Обливио; кто такой Обливио";Обливио - аккуматизированный злодей, захвативший Алью Сезер и Нино Лейфа. Это произошло из-за Калин Бюстье и одноклассников и сильной эмоции стыда. Способности: С их лазерной пушкой они могут стрелять фиолетовыми снарядами, которые стирают память каждого, в кого они попадают. Эпизод: «Обливио»;https://static.wikia.nocookie.net/ladybug/images/8/8e/Oblivio_Square.png/revision/latest?cb=20190324045135&path-prefix=ru;";"
Они-Чан;"Они-Чан; кто такой Они-Чан";Они-Чан - аккуматизированный злодей, захвативший Кагами Цуруги. Это произошло из-за Лилы Росси и сильной эмоции злости. Способности: У людей после атаки вырастает рог, который растёт каждый раз, когда человек лжёт. Она может отправить сообщение любому человеку рядом со лжецом, и как только получатель на него ответит, он поменяется с ней местами. Эпизод: «Они-чан»;https://i.pinimg.com/originals/88/de/01/88de01237aa48e3f93e172e3c384bb83.jpg;";"
Охотница за Квами;"Охотница за Квами; кто такой Охотница за Квами";Охотница за Квами - аккуматизированный злодей, захвативший Мисс Менделеева. Это произошло из-за провала в шоу «Правда или Ложь?» и сильной эмоции досады. Способности: Обладает электромагнитным пылесосом, способным засасывать квами внутрь или даже высасывать его из владельца. Эпизод: «Охотница за Квами»;https://static.wikia.nocookie.net/lady-bug/images/4/4a/Kwamibuster_Square.png/revision/latest?cb=20200112084030;";"
Папа-оборотень;"Папа-оборотень; кто такой Папа-оборотень";"Папа-оборотень - аккуматизированный злодей, захвативший Тома Дюпэн. Это произошло из-за Маринетт Дюпэн-Чэн и Кота Нуара и сильной эмоции злости. Способности: Обладает повышенной силой; имеет способность создавать, а также контролировать растения. Так он может создать ловушку из растений, и не позволяет постороннему найти пленника. Эпизод: «Папа-оборотень»";https://static.wikia.nocookie.net/ladybug/images/3/31/Weredad_Square.png/revision/latest?cb=20190321124258&path-prefix=ru;";"
Пати Крашер;"Пати Крашер; кто такой Пати Крашер";Пати Крашер - аккуматизированный злодей, захвативший Вейхема. Это произошло из-за Шофёра Агрестов (так и не пустил его на вечеринку) и сильной эмоции обиды. Способности: Обладает способностью ловить людей и предметы в крошечных зеркалах, из которых состоят его перчатки с диско-шаром, и он может видеть следующий ход своих противников. Эпизод: «Пати Крашер»;https://static.wikia.nocookie.net/lady-bug/images/f/fd/Party_Crasher_Square.png/revision/latest?cb=20190722110242;";"
Плюшевый злодей;"Плюшевый злодей; кто такой Плюшевый злодей";Плюшевый злодей - аккуматизированный злодей, захвативший Дворецкого Жана. Это произошло из-за Хлои Буржуа и сильного чувства несправедливости. Способности: Управляет куклой-медвежонком, способной прикрепляться к жертве и брать её под свой контроль. Сам размером с мышь. Эпизод: «Плюшевый злодей»;https://static.wikia.nocookie.net/ladybug/images/6/61/Despair_Bear_Square.png/revision/latest?cb=20190324084821&path-prefix=ru;";"
Пожирательница любви, Пожиратель любви;"Пожирательница любви, Пожиратель любви; кто такой Пожирательница любви, Пожиратель любви";Пожирательница любви, Пожиратель любви - аккуматизированный злодей, захвативший Одри Буржуа, Андре Буржуа. Это произошло из-за напряжённых отношений друг с другом и сильной эмоции ненависти. Способности: Стреляют лучами, превращая любящих людей в сердца и поедая их. Эпизод: «Пожиратель Любви (Битва Камней Чудес - часть 1)»;https://static.wikia.nocookie.net/ladybug/images/c/c2/%D0%A1%D0%BA%D1%80%D0%B8%D0%BD%D1%88%D0%BE%D1%82_13-10-2019_224253.png/revision/latest?cb=20191013184312&path-prefix=ru;";"
Принцесса Ароматов;"Принцесса Ароматов; кто такой Принцесса Ароматов";Принцесса Ароматов - аккуматизированный злодей, захвативший Роуз Левилён. Это произошло из-за Хлои Буржуа и сильной эмоции разочарования. Способности: Использует пистолет-флакон, который стреляет разными парфюмами с различными эффектами. Розовые пары подчиняют волю жертвы, зелёные — придают ей запах тухлой рыбы. Эпизод: «Принцесса Ароматов»;https://static.wikia.nocookie.net/ladybug/images/3/30/Princess_Fragrance_Square.png/revision/latest?cb=20190315133007&path-prefix=ru;";"
Разлучник;"Разлучник; кто такой Разлучник";Разлучник - аккуматизированный злодей, захвативший Ле Тьен Ким. Это произошло из-за Хлои Буржуа и сильной эмоции разочарования. Способности: Летает и стреляет стрелами, которые разрушают любые формы любви и дружбы, превращая их в ненависть. Эпизод: «Разлучник»;https://static.wikia.nocookie.net/ladybug/images/2/23/Dark_Cupid_Square.png/revision/latest?cb=20190315031801&path-prefix=ru;";"
Реверсер;"Реверсер; кто такой Реверсер";Реверсер - аккуматизированный злодей, захвативший Марка Ансьель. Это произошло из-за Натаниэля Куртцберга и сильной эмоции разочарования. Способности: Создаёт самолётики, которые меняют у людей стороны характера на противоположные. Эпизод: «Реверсер»;https://static.wikia.nocookie.net/ladybug/images/e/e2/Reverser_Square.png/revision/latest?cb=20190324082751&path-prefix=ru;";"
Рена Раж;"Рена Раж; кто такой Рена Раж";Рена Раж - аккуматизированный злодей, захвативший Алью Сезер. Это произошло из-за стрелы Разлучника и сильной эмоции ненависти. Способности: Обладает своими же способностями. Эпизод: «Маюра»;https://static.wikia.nocookie.net/ladybug/images/2/2d/Rena_Rage_Square.png/revision/latest?cb=20190324082726&path-prefix=ru;";"
Рефлекта;"Рефлекта; кто такой Рефлекта";Рефлекта - аккуматизированный злодей, захвативший Джулеку Куффен. Это произошло из-за Хлои Буржуа, Сабрины Ренкомпри и сильной эмоции досады. Способности: Превращает людей внешне в копии себя. Эпизод: «Рефлекта»;https://static.wikia.nocookie.net/ladybug/images/9/9a/S1200.png/revision/latest?cb=20190506184247&path-prefix=ru;";"
Рефлекта;"Рефлекта; кто такой Рефлекта";Рефлекта - аккуматизированный злодей, захвативший Джулеку Куффен. Это произошло из-за Маринетт Дюпэн-Чэн, Альи Сезер и сильной эмоции огорчения. Способности: Превращает людей в себе подобных. Также может управлять Куклектой, созданной Маюрой, стреляющей лучами, которые также превращают в Рефлект. Эпизод: «Куклекта»;https://static.wikia.nocookie.net/ladybug/images/9/9a/S1200.png/revision/latest?cb=20190506184247&path-prefix=ru;";"
Рефлекта;"Рефлекта; кто такой Рефлекта";Рефлекта - аккуматизированный злодей, захвативший Джулеку Куффен. Это произошло из-за Роуз Левилён и сильной эмоции вины. Способности: Её сенсомонстр втягивает всех внутрь себя, где они под действием токсичных пузырей винят себя в чём-либо и превращаются в Рефлект. Позитивные мысли способны отталкивать пузыри. Эпизод: «Чувство Вины»;https://static.wikia.nocookie.net/ladybug/images/9/9a/S1200.png/revision/latest?cb=20190506184247&path-prefix=ru;";"
Рипост;"Рипост; кто такой Рипост";Рипост - аккуматизированный злодей, захвативший Кагами Цуруги. Это произошло из-за Маринетт Дюпэн-Чэн (фактически) и сильной эмоции горечи поражения. Способности: Мастерски владеет шпагой, которая способна легко разрубить многие предметы. Эпизод: «Рипост»;https://static.wikia.nocookie.net/ladybug/images/1/11/Riposte_Square_3.png/revision/latest?cb=20190324085011&path-prefix=ru;";"
Робокоп;"Робокоп; кто такой Робокоп";Робокоп - аккуматизированный злодей, захвативший Роджера Ренкомпри. Это произошло из-за Андре Буржуа и сильного чувства несправедливости. Способности: Стреляет наручниками в людей, заставляя их подчиняться ему. Эпизод: «Робокоп»;https://static.wikia.nocookie.net/ladybug/images/8/8a/Rogercop_Square.png/revision/latest?cb=20190315025411&path-prefix=ru;";"
Робостус;"Робостус; кто такой Робостус";Робостус - аккуматизированный злодей, захвативший Маркова. Это произошло из-за Мисс Менделеева, месье Дамокля и сильной эмоции грусти. Способности: Управляет всей техникой и электроникой. Эпизод: «Робостус»;https://static.wikia.nocookie.net/ladybug/images/7/7f/Robustus_Square.png/revision/latest?cb=20190324045209&path-prefix=ru;";"
Россинобль;"Россинобль; кто такой Россинобль";Россинобль - аккуматизированный злодей, захвативший Клару Россиньоль. Это произошло из-за Хлои Буржуа и сильного чувства несправедливости. Способности: Имеет кнут в своем микрофоне, которым заставляет всех, кого он бьёт, танцевать и рифмовать. В противном случае превращает в статую пурпурного цвета. Эпизод: «Россинобль»;https://static.wikia.nocookie.net/ladybug/images/0/0f/Frightningale_Square.png/revision/latest?cb=20190324065230&path-prefix=ru;";"
Сайленсер;"Сайленсер; кто такой Сайленсер";Сайленсер - аккуматизированный злодей, захвативший Луку Куффена. Это произошло из-за Боба Рота и его сына XY-я и сильной эмоции злости. Способности: Лишён своего голоса, но может забирать голоса у своих жертв прикосновением в губы. Для разговора пользуется чужими голосами и рукой. Эпизод: «Сайленсер»;https://static.wikia.nocookie.net/ladybug/images/7/74/2019-04-07_11-45-25.png/revision/latest?cb=20190407094937&path-prefix=ru;";"
